keyword,conversation_id_str,created_at,favorite_count,full_text,id_str,image_url,in_reply_to_screen_name,lang,location,quote_count,reply_count,retweet_count,tweet_url,user_id_str,username,source_file
koperasimerahputih,1937421115384820148,2025-06-24T08:02:44.000Z,0,Presiden Prabowo gelar ratas di Hambalang bahas koperasi Desa Merah Putih https://t.co/twNy9GDOHq,1937421115384820148,https://pbs.twimg.com/ext_tw_video_thumb/1937421073617944580/pu/img/xnP8YCh7u2fg2dTH.jpg,,in,,0,0,0,https://x.com/nunutNgiyub/status/1937421115384820148,1447500779468718082,nunutNgiyub,Koperasi_Desa_Merah_Putih_OR_#KoperasiMerahPutih_since_2025-06-21_until_2025-06-27_lang_id.csv
koperasimerahputih,2028485490882826289,2026-03-02T15:00:03.000Z,0,"BRI juga berperan aktif mendukung program program pemerintah lainnya seperti program Makan Bergizi Gratis (MBG), Koperasi Desa Merah Putih (KDMP). #BRIDukungUMKM #KomitmenBRI #qrisbri https://t.co/pkC7BctiOn",2028485490882826289,https://pbs.twimg.com/media/HCagyoAbcAENsMW.jpg,,in,,0,0,0,https://x.com/ALMEIDAJPX1/status/2028485490882826289,1865005254871289856,ALMEIDAJPX1,Koperasi_Desa_Merah_Putih_OR_#KoperasiMerahPutih_since_2025-10-18_until_2025-10-24_lang_id.csv
koperasimerahputih,1935506433002586362,2025-06-19T01:14:28.000Z,0,"Terimakasih TPP yang telah mendampingi terbentuknya Koperasi Desa Merah Putih di desa-desa NKRI
#KoperasiDesaMerahPutih #TPPBersamaMenteriDesa
@prabowo @gibran_rakabuming @yandri_susanto @kemendespdt @bpsdmkemendesa @kemenkop https://t.co/EwmR6yP00a",1935506433002586362,https://pbs.twimg.com/media/GtxM1eKbMAEnaAZ.jpg,,in,,0,0,0,https://x.com/adrianusjumaodo/status/1935506433002586362,1734196484307144704,adrianusjumaodo,Koperasi_Desa_Merah_Putih_OR_#KoperasiMerahPutih_since_2025-06-14_until_2025-06-20_lang_id.csv
koperasimerahputih,1945768278145847503,2025-07-17T08:51:22.000Z,0,"Gotong royong desa kini menjelma menjadi kekuatan nyata melalui pembentukan 80.000 Koperasi Desa/Kelurahan Merah Putih.
Kemendes PDT hadir mendorong dialog, pendampingan, hingga inventarisasi pembentukan di wilayah harian III. https://t.co/rg2oNtQW8c",1945768278145847503,https://pbs.twimg.com/media/GwDB7pFWEAACRnO.jpg,,in,,0,1,0,https://x.com/bbppmd_jakarta/status/1945768278145847503,1853264868121690112,bbppmd_jakarta,Koperasi_Desa_Merah_Putih_OR_#KoperasiMerahPutih_since_2025-07-12_until_2025-07-18_lang_id.csv
koperasimerahputih,2024944951230951643,2026-02-21T16:43:41.000Z,0,@mudarra5 @Intlobserver0 Your statement has no basis. Could you provide evidence?,2025250083927982094,,mudarra5,en,,0,1,0,https://x.com/gaboob_ali/status/2025250083927982094,772190251,gaboob_ali,Koperasi_Desa_Merah_Putih_OR_#KoperasiMerahPutih_since_2025-11-15_until_2025-11-21_lang_id.csv
koperasimerahputih,2025253972068409829,2026-02-21T16:59:08.000Z,0,"RT @dockyyyyyyyyy: Manchmal vergessen wir, wie sehr uns unsere Hunde lieben. 🐶❤️
Für sie sind wir Heimat. Die Stimme, die Geborgenheit bede…",2025253972068409829,,,de,,0,0,54,https://x.com/bibi_feenstaub/status/2025253972068409829,1448895703632261120,bibi_feenstaub,Koperasi_Desa_Merah_Putih_OR_#KoperasiMerahPutih_since_2025-12-13_until_2025-12-19_lang_id.csv
koperasimerahputih,1937463736731885764,2025-06-24T10:52:05.000Z,0,Presiden Prabowo Perkuat Ekonomi Desa lewat Koperasi Merah Putih https://t.co/EfH2hFVkYn lewat @nawacit4,1937463736731885764,,,in,,0,0,0,https://x.com/nawacitamedia/status/1937463736731885764,3158354773,nawacitamedia,Koperasi_Desa_Merah_Putih_OR_#KoperasiMerahPutih_since_2025-06-21_until_2025-06-27_lang_id.csv
koperasimerahputih,1950907189671219371,2025-07-31T13:11:34.000Z,0,"Pupuk Indonesia dukung peluncuran Koperasi Desa Merah Putih (KDMP) sebagai langkah
konkret untuk memperkuat distribusi dan mendekatkan akses petani terhadap pupuk
subsidi, serta mendorong kemandirian desa menuju swasembada pangan https://t.co/R9xDyhDYmz",1950907189671219371,https://pbs.twimg.com/media/GxMDrwFacAEAw2o.jpg,,in,,0,0,0,https://x.com/Bumn_oku_hebat/status/1950907189671219371,1432360670238969861,Bumn_oku_hebat,Koperasi_Desa_Merah_Putih_OR_#KoperasiMerahPutih_since_2025-07-26_until_2025-08-01_lang_id.csv
koperasimerahputih,1901488368770568274,2025-03-17T17:56:31.000Z,3,"@Gunawan75_ 🧐🤔 Wah judulnya di edit lagi nih!!! Judul aslinya ""210 Ribu Orang Bakal Dilatih Kelola Koperasi Desa Merah Putih"". Ayo biasakan cek dulu sebelum sebar!!!

https://t.co/SFF65pxpwj",1901694146882240533,,Gunawan75_,in,,2,1,3,https://x.com/TurnBackHoax/status/1901694146882240533,803432630121218048,TurnBackHoax,Koperasi_Desa_Merah_Putih_OR_#KoperasiMerahPutih_since_2025-03-15_until_2025-03-21_lang_id.csv
koperasimerahputih,1960896487279280598,2025-08-28T02:45:28.000Z,1,"kunjungan Tim Koperasi Desa Merah Putih Negeri Wahai Kab. Maluku Tengah.
https://t.co/QGtMY6sf00",1960896487279280598,,,in,,0,0,1,https://x.com/bpbl_ambon/status/1960896487279280598,757372106430492672,bpbl_ambon,Koperasi_Desa_Merah_Putih_OR_#KoperasiMerahPutih_since_2025-08-23_until_2025-08-29_lang_id.csv
koperasimerahputih,1917845139306995861,2025-05-01T07:34:47.000Z,0,Bhabinkamtibmas Desa Durian Aiptu Sarjo menghadiri Musyawarah Pembentukkan Koperasi Desa Merah Putih Desa Durian Kec. Sungai Ambawang https://t.co/l2aalbaU9b,1917845139306995861,https://pbs.twimg.com/ext_tw_video_thumb/1917845065457872896/pu/img/2nTIrVjQd5oVMeUw.jpg,,in,,0,0,0,https://x.com/AmbawangPolsek/status/1917845139306995861,1788113261298413568,AmbawangPolsek,Koperasi_Desa_Merah_Putih_OR_#KoperasiMerahPutih_since_2025-04-26_until_2025-05-02_lang_id.csv
koperasimerahputih,2025251598079852976,2026-02-21T16:49:42.000Z,0,"RT @JBPritzker: Cut the check, @realDonaldTrump. https://t.co/NjVJ0tABme",2025251598079852976,https://pbs.twimg.com/media/HBoplJaWkAANWZ8.jpg,,en,,0,0,3111,https://x.com/JayRodge66/status/2025251598079852976,779032712782815232,JayRodge66,Koperasi_Desa_Merah_Putih_OR_#KoperasiMerahPutih_since_2025-11-29_until_2025-12-05_lang_id.csv
koperasimerahputih,1940189540368753074,2025-07-01T23:23:42.000Z,1,"Koperasi Desa/Kelurahan Merah Putih hadir sebagai motor penggerak ekonomi lokal, membuka lapangan kerja baru dengan mengoptimalkan potensi sumber daya desa demi kesejahteraan masyarakat.

#MerahPutihBerdaya #LapanganKerjaDesa #EkonomiLokalBangkit https://t.co/6ddH16CQBb",1940189599906857164,https://pbs.twimg.com/media/GuzwKJjXsAEt4K2.jpg,HYulianda27992,in,,0,0,0,https://x.com/HYulianda27992/status/1940189599906857164,1704064771530899456,HYulianda27992,Koperasi_Desa_Merah_Putih_OR_#KoperasiMerahPutih_since_2025-06-28_until_2025-07-04_lang_id.csv
koperasimerahputih,1940361473995534384,2025-07-02T10:46:40.000Z,5,"Koperasi = Kekuatan rakyat!
🎯 Koperasi Desa Merah Putih bantu UMKM, dorong ekonomi lokal &amp; buka lapangan kerja.
💬 “Dari desa untuk Indonesia kuat!”
#UMKMBangkit #EkonomiKerakyatan #KoperasiModern #DariDesaUntukBangsa #MerahPutihBerkarya https://t.co/gesg10hCdu",1940361473995534384,https://pbs.twimg.com/media/Gu2MbNhXEAABz2a.jpg,,in,,0,2,2,https://x.com/heldaariyani5/status/1940361473995534384,1892517782,heldaariyani5,Koperasi_Desa_Merah_Putih_OR_#KoperasiMerahPutih_since_2025-06-28_until_2025-07-04_lang_id.csv
koperasimerahputih,1971014533377556863,2025-09-25T00:50:59.000Z,1,"(24/09) Rembug Gayeng dalam rangka pengelolaan &amp; penataan kawasan maritim Banyutowo. Dihadiri Ka. P3 Bajomulyo, BPPI Semarang, DKP Pati, DLH Pati, Camat Dukuhseti, Kades Banyutowo, Koperasi Desa Merah Putih, Koramil Dukuhseti, Polsek Dukuhseti, Pos TNI AL, Paguyuban nelayan kecil https://t.co/WoAyKgBqte",1971014533377556863,https://pbs.twimg.com/media/G1pyxoBbAAAxZpb.jpg,,in,,0,1,0,https://x.com/pppbajomulyo/status/1971014533377556863,1153160744319369216,pppbajomulyo,Koperasi_Desa_Merah_Putih_OR_#KoperasiMerahPutih_since_2025-09-20_until_2025-09-26_lang_id.csv
koperasimerahputih,1978398926903665111,2025-10-15T09:53:55.000Z,2,"Memperkuat Administrasi: KP2KP Kepahiang di Kecamatan Tebat Karai menjalankan program percepatan pendaftaran NPWP Koperasi Desa Merah Putih.

Besar harapan kami Koperasi ini semakin tertib administrasi dan legal secara perpajakan.

#KoperasiDesaMerahPutih #Kepahiang https://t.co/QErUp35T4P",1978398926903665111,https://pbs.twimg.com/media/G3SvVAZaMAAI6AO.jpg,,in,,0,0,0,https://x.com/pajakkepahiang/status/1978398926903665111,3184839913,pajakkepahiang,Koperasi_Desa_Merah_Putih_OR_#KoperasiMerahPutih_since_2025-10-11_until_2025-10-17_lang_id.csv
koperasimerahputih,2025253875591078186,2026-02-21T16:58:45.000Z,0,"RT @teleSURtv: 🎥🇩🇪 | La revista alemana DerSpiegel, revela que la CIA estaba al tanto de los planes para sabotear el Nord Stream desde la p…",2025253875591078186,,,es,,0,0,506,https://x.com/50jnieto/status/2025253875591078186,561534636,50jnieto,Koperasi_Desa_Merah_Putih_OR_#KoperasiMerahPutih_since_2025-12-13_until_2025-12-19_lang_id.csv
koperasimerahputih,1930700049509650935,2025-06-05T18:55:37.000Z,1,"Koperasi desa merah putih, anggaran ratusan triliun.

Ditanya skema bisnis, profit, dan strateginya gak bisa jawab.

Oalah Wowo Wowo.",1930700049509650935,,,in,,0,0,0,https://x.com/Rudycraft666/status/1930700049509650935,1037280932347006978,Rudycraft666,Koperasi_Desa_Merah_Putih_OR_#KoperasiMerahPutih_since_2025-05-31_until_2025-06-06_lang_id.csv
koperasimerahputih,1957693434698899853,2025-08-19T06:37:41.000Z,0,"Dari desa kita bangun kemandirian rakyat, Koperasi Merah Putih jadi motor penggerak ekonomi menuju masa depan emas bangsa #KoperasiMerahPutih #IndonesiaEmas2045 https://t.co/uv8iH4VaTg",1957693434698899853,https://pbs.twimg.com/media/GysfzWtaEAAAyyP.jpg,,in,,0,0,0,https://x.com/chechelsiie/status/1957693434698899853,1382522331289907203,chechelsiie,Koperasi_Desa_Merah_Putih_OR_#KoperasiMerahPutih_since_2025-08-16_until_2025-08-22_lang_id.csv
koperasimerahputih,1940021788257431975,2025-07-01T12:16:52.000Z,1,"Alhamdulillah akhirnya bisa tuntas semua, badan hukum koperasi desa merah putih sudah terbit

@prabowo
@YandriSusanto27
@ArizaPatria
@taufikmadjid71
@kemendespdt
@bpsdmkemendesa
@desapenusantara
#KoperasiDesaMerahPutih
#TPPBersamaMenteriDesa https://t.co/pnqLt1hjqq",1940021788257431975,https://pbs.twimg.com/media/GuxXiRmWsAAL73r.jpg,,in,,0,0,0,https://x.com/Harnawankhanza/status/1940021788257431975,823340394096115713,Harnawankhanza,Koperasi_Desa_Merah_Putih_OR_#KoperasiMerahPutih_since_2025-06-28_until_2025-07-04_lang_id.csv
koperasimerahputih,2025252512454844852,2026-02-21T16:53:20.000Z,0,"RT @adamSzlapka: Najpierw głosują przeciw 20 mld zł dla huty w Stalowej Woli, a potem robią tam partyjną hucpę. Kręgosłupów nie stwierdzono…",2025252512454844852,,,pl,,0,0,429,https://x.com/EwaKosim/status/2025252512454844852,1500555411593867264,EwaKosim,Koperasi_Desa_Merah_Putih_OR_#KoperasiMerahPutih_since_2025-12-06_until_2025-12-12_lang_id.csv
koperasimerahputih,2025255364581884049,2026-02-21T17:04:40.000Z,0,"RT @BinghamtonMBB: 𝓖𝓪𝓶𝓮𝓭𝓪𝔂!

🆚 UMass Lowell
📍 Lowell, MA
🏟️ Costello Athletic Center 
⏰ 1:00PM ET
🎟️ https://t.co/7ZIVJYImSJ
📺 ESPN+
📻 WNBF…",2025255364581884049,,,en,,0,0,2,https://x.com/BaxterBearcat/status/2025255364581884049,47428964,BaxterBearcat,Koperasi_Desa_Merah_Putih_OR_#KoperasiMerahPutih_since_2025-12-27_until_2025-12-31_lang_id.csv
koperasimerahputih,1917884690692014404,2025-05-01T10:11:57.000Z,3,"Mendes PDT Yandri Susanto yang didampingi oleh Wamendes Ariza Patria menghadiri musyawarah desa/kelurahan khusus pembentukan Koperasi Desa (Kopdes) dan Kelurahan Merah Putih di Jatim Expo, Surabaya.
https://t.co/tDQsUVuvCc 
@kemendespdt @YandriSusanto27
#BangunDesaBangunIndonesia https://t.co/hbcHyy0Lpw",1917884690692014404,https://pbs.twimg.com/media/Gp2x9kJagAAqZAx.jpg,,in,,0,2,1,https://x.com/Jumeko_Sudrun/status/1917884690692014404,1282534900168404993,Jumeko_Sudrun,Koperasi_Desa_Merah_Putih_OR_#KoperasiMerahPutih_since_2025-04-26_until_2025-05-02_lang_id.csv
koperasimerahputih,1899130560733401162,2025-03-10T16:09:44.000Z,0,"Kan sudah ada BUMDES (Badan Usaha Milik Desa), ngapain buat yg baru lagi?. Mestinya Bumdes saja yg ditingkatkan. Sudah banyak uang negara digunakan utk membangun BUMDES. Maka koperasi merah putih, adalah kebijakan yg mubazir.",1899130560733401162,,,in,,0,0,0,https://x.com/Zbinz5/status/1899130560733401162,1568895269152112641,Zbinz5,Koperasi_Desa_Merah_Putih_OR_#KoperasiMerahPutih_since_2025-03-08_until_2025-03-14_lang_id.csv
koperasimerahputih,1957443803721429365,2025-08-18T14:05:51.000Z,0,"10/ Tercatat sebanyak tiga ribu lima puluh sembilan kelurahan atau desa di Sulawesi Selatan telah membentuk badan hukum koperasi merah putih.
#KementerianHukum
#KanwilKemenkumSulsel
#LayananHukumMakinMudah
#KanwilSulselEwako
Kanwil Kemenkum Sulsel",1957443831877767301,,kemenkumsulsel,in,,0,1,0,https://x.com/kemenkumsulsel/status/1957443831877767301,2460812786,kemenkumsulsel,Koperasi_Desa_Merah_Putih_OR_#KoperasiMerahPutih_since_2025-08-16_until_2025-08-22_lang_id.csv
koperasimerahputih,1945347667175068089,2025-07-16T05:00:01.000Z,0,"Kabupaten Magelang Serahkan Akta 372 Koperasi Merah Putih untuk Penguatan Ekonomi Desa

https://t.co/x0p04mxMYe",1945347667175068089,,,in,,0,0,1,https://x.com/BorobudurNews_/status/1945347667175068089,828503372969832448,BorobudurNews_,Koperasi_Desa_Merah_Putih_OR_#KoperasiMerahPutih_since_2025-07-12_until_2025-07-18_lang_id.csv
