conversation_id_str,created_at,favorite_count,full_text,id_str,image_url,in_reply_to_screen_name,lang,location,quote_count,reply_count,retweet_count,tweet_url,user_id_str,username,source_file
1897659373717172246,2025-03-06T14:43:46.000Z,4,"Koperasi menjadi salah satu solusi mengubah masyarakat miskin menjadi masyarakat yang berdaya, produktif, dan mandiri,"" ujar @agusjabo333 @GusIpul_ID @KemensosRI

#KemensosSelaluAda

https://t.co/y5Aixj8xiY",1897659373717172246,,,in,,0,0,3,https://x.com/AlifKamal__/status/1897659373717172246,1177408928105152512,AlifKamal__,Koperasi_Desa_Merah_Putih_OR_#KoperasiMerahPutih_since_2025-03-01_until_2025-03-07_lang_id.csv
1897656440430657611,2025-03-06T14:32:06.000Z,3,"Koperasi Desa Merah Putih yang digagas Presiden Prabowo Subianto akan diluncurkan pada 12 Juli 2025 bertepatan dengan Hari Koperasi Indonesia.
Layak nya Drs. Mohammad Hatta yg memberikan perhatian &amp; dukungan akan adanya koperasi, Presiden Prabowo memberikan perhatian khusus juga.",1897656440430657611,,,in,,0,1,0,https://x.com/99propaganda/status/1897656440430657611,1427095335084515333,99propaganda,Koperasi_Desa_Merah_Putih_OR_#KoperasiMerahPutih_since_2025-03-01_until_2025-03-07_lang_id.csv
1897656056979112088,2025-03-06T14:30:35.000Z,4,"Menurut Wamensos @agusjabo333 pembentukan Koperasi Desa Merah Putih dinilai sebagai langkah strategis untuk mendukung program pengentasan kemiskinan yang diperintahkan oleh Presiden @prabowo @GusIpul_ID @KemensosRI

#KemensosSelaluAda

https://t.co/AsR6caVlfi",1897656056979112088,,,in,,0,0,4,https://x.com/AlifKamal__/status/1897656056979112088,1177408928105152512,AlifKamal__,Koperasi_Desa_Merah_Putih_OR_#KoperasiMerahPutih_since_2025-03-01_until_2025-03-07_lang_id.csv
1897653839932838394,2025-03-06T14:21:46.000Z,2,"Wamensos @agusjabo333 mengatakan, pihaknya mendukung penuh program ini karena bersinggungan langsung dengan program pemberantasan kemiskinan di desa @GusIpul_ID @KemensosRI

#KemensosSelaluAda

https://t.co/vyc84Au8Xa",1897653839932838394,,,in,,0,0,2,https://x.com/AlifKamal__/status/1897653839932838394,1177408928105152512,AlifKamal__,Koperasi_Desa_Merah_Putih_OR_#KoperasiMerahPutih_since_2025-03-01_until_2025-03-07_lang_id.csv
1897652623680893235,2025-03-06T14:16:56.000Z,11,"Dalam pembangunan 70 ribu Koperasi Desa Merah Putih, Kemensos sangat mendukung karena program pembangunan koperasi desa ini bersinergi dengan program pemberantasan kemiskinan yang ada di desa-desa,"" ungkap Wakil Menteri Sosial @agusjabo333, (06/03/25).

https://t.co/7Es9rNCzV8",1897652623680893235,,,in,,0,0,9,https://x.com/prima_or_id/status/1897652623680893235,1375046740395487236,prima_or_id,Koperasi_Desa_Merah_Putih_OR_#KoperasiMerahPutih_since_2025-03-01_until_2025-03-07_lang_id.csv
1897652371607507324,2025-03-06T14:15:56.000Z,0,Menkop Kumpulkan Wamendes hingga Wamensos untuk Bahas Koperasi Desa Merah Putih https://t.co/kMZp4oytQo,1897652371607507324,,,in,,0,0,0,https://x.com/MediaVoi/status/1897652371607507324,1578222594,MediaVoi,Koperasi_Desa_Merah_Putih_OR_#KoperasiMerahPutih_since_2025-03-01_until_2025-03-07_lang_id.csv
1897652358479229025,2025-03-06T14:15:53.000Z,2,"Dengan adanya koperasi ini, kami berharap dapat menciptakan peluang usaha yang lebih luas bagi mereka yg miskin, sehingga secara bertahap dapat keluar dari kemiskinan, ujar @agusjabo333 @GusIpul_ID @KemensosRI

#KemensosSelaluAda

https://t.co/CLfSCcRxdY",1897652358479229025,,,in,,0,0,2,https://x.com/AlifKamal__/status/1897652358479229025,1177408928105152512,AlifKamal__,Koperasi_Desa_Merah_Putih_OR_#KoperasiMerahPutih_since_2025-03-01_until_2025-03-07_lang_id.csv
1897649378929631466,2025-03-06T14:04:03.000Z,1,"@KemensosRI mendukung Koperasi Desa Merah Putih yang bersinergi dengan program pengentasan kemiskinan, terutama di kawasan pedesaan @agusjabo333 @GusIpul_ID

#KemensosSelaluAda

https://t.co/5WxNbYnQb1",1897649378929631466,,KemensosRI,in,,0,0,1,https://x.com/AlifKamal__/status/1897649378929631466,1177408928105152512,AlifKamal__,Koperasi_Desa_Merah_Putih_OR_#KoperasiMerahPutih_since_2025-03-01_until_2025-03-07_lang_id.csv
1897648245494677547,2025-03-06T13:59:32.000Z,3,"Jadi dengan adanya Koperasi Desa ini, kita bisa mengentaskan kemiskinan yang ada di desa-desa karena koperasi menjadi salah satu jawaban mendesak untuk mengentasi kemiskinan,” kata @agusjabo333 @GusIpul_ID @KemensosRI

#KemensosSelaluAda

https://t.co/aho1XxSrpu",1897648245494677547,,,in,,0,0,3,https://x.com/AlifKamal__/status/1897648245494677547,1177408928105152512,AlifKamal__,Koperasi_Desa_Merah_Putih_OR_#KoperasiMerahPutih_since_2025-03-01_until_2025-03-07_lang_id.csv
1897647613127897216,2025-03-06T13:57:02.000Z,6,"Dalam pembangunan 70 ribu Koperasi Desa Merah Putih, @KemensosRI sangat mendukung karena program pembangunan koperasi desa ini bersinergi dengan program pemberantasan kemiskinan yang ada di desa2, ujar @agusjabo333 @GusIpul_ID

#KemensosSelaluAda

https://t.co/hBRvY79oQE",1897647613127897216,,,in,,0,0,4,https://x.com/AlifKamal__/status/1897647613127897216,1177408928105152512,AlifKamal__,Koperasi_Desa_Merah_Putih_OR_#KoperasiMerahPutih_since_2025-03-01_until_2025-03-07_lang_id.csv
1897637584719011853,2025-03-06T13:17:11.000Z,0,"Koperasi Merah Putih Gagasan Prabowo Diluncurkan 12 Juli 2025, Dana Desa Jadi Modal Awal https://t.co/xsNkQhLi1R",1897637584719011853,,,in,,0,0,0,https://x.com/suaradotcom/status/1897637584719011853,2340155395,suaradotcom,Koperasi_Desa_Merah_Putih_OR_#KoperasiMerahPutih_since_2025-03-01_until_2025-03-07_lang_id.csv
1897634868382871621,2025-03-06T13:06:23.000Z,1,Koperasi Desa Merah Putih yang digagas Presiden Prabowo Subianto akan diluncurkan pada 12 Juli 2025 bertepatan dengan Hari Koperasi Indonesia. https://t.co/hQBkyGaNGr,1897634868382871621,,,in,,0,1,0,https://x.com/antaranews/status/1897634868382871621,18071520,antaranews,Koperasi_Desa_Merah_Putih_OR_#KoperasiMerahPutih_since_2025-03-01_until_2025-03-07_lang_id.csv
1897625089098854456,2025-03-06T12:27:32.000Z,0,koperasi desa merah putih ditentang kepala desa? 🤣🤣🤣,1897625089098854456,,,in,,0,0,0,https://x.com/irfan_zidni/status/1897625089098854456,121751552,irfan_zidni,Koperasi_Desa_Merah_Putih_OR_#KoperasiMerahPutih_since_2025-03-01_until_2025-03-07_lang_id.csv
1897623738189025587,2025-03-06T12:22:09.000Z,0,"Koperasi Desa Merah Putih, Sinergi Program Kemensos Entas Kemiskinan https://t.co/zO1eLjd8TN",1897623738189025587,,,in,,0,0,0,https://x.com/kabarindo244/status/1897623738189025587,1592533264161333248,kabarindo244,Koperasi_Desa_Merah_Putih_OR_#KoperasiMerahPutih_since_2025-03-01_until_2025-03-07_lang_id.csv
1897623564842574109,2025-03-06T12:21:28.000Z,0,Kamis (6/3) saya mendampingi Menteri Koperasi Budi Arie Setiadi melakukan Rapat Koordinasi menindaklanjuti arahan Presiden Prabowo dalam membangun 70.000 Koperasi Desa (Kopdes) Merah Putih bersama beberapa Kementerian/Lembaga di kantor Kementerian Koperasi. https://t.co/wVtxBl353y,1897623564842574109,https://pbs.twimg.com/media/GlW2i1GaQAABkWA.jpg,,in,,0,1,1,https://x.com/ferryjulianto_/status/1897623564842574109,1848561019838468097,ferryjulianto_,Koperasi_Desa_Merah_Putih_OR_#KoperasiMerahPutih_since_2025-03-01_until_2025-03-07_lang_id.csv
1897609040265425269,2025-03-06T11:23:45.000Z,0,"Mulai Berani, Para Kepala Desa Tolak Program #Prabowo yang Akan Bentuk Koperasi Desa Merah Putih https://t.co/Hgw3DKVPAe #kepaladesa #koperasidesa",1897609040265425269,,,in,,0,0,0,https://x.com/TubasMediaCom/status/1897609040265425269,259697516,TubasMediaCom,Koperasi_Desa_Merah_Putih_OR_#KoperasiMerahPutih_since_2025-03-01_until_2025-03-07_lang_id.csv
1897558303837970928,2025-03-06T10:25:55.000Z,0,"@JoshGrobax @salsabila__ayu @prabowo Isunya begitu
Bukan dana diluar ADD yg selama ini dikelola desa
ADD yg digelontorkan ke desa bakal dipakai utk koperasi merah putih
Dalam 5 tahun desa mengeluarkan 2-3 M
Praktis : talud, jalan desa, irigasi, paud, TK, akan tersingkir",1897594483853943053,,JoshGrobax,in,,0,1,1,https://x.com/blankbanget/status/1897594483853943053,228935841,blankbanget,Koperasi_Desa_Merah_Putih_OR_#KoperasiMerahPutih_since_2025-03-01_until_2025-03-07_lang_id.csv
1897592906866717081,2025-03-06T10:19:39.000Z,0,"Dulu di pilpres jadi teman seperjuangan. Akankah sekarang gegara koperasi merah putih, akan jadi lawan "" dijalan"" ???

https://t.co/5qQQQnck40",1897592906866717081,,,in,,0,0,0,https://x.com/NoorMuzani/status/1897592906866717081,851639719121231872,NoorMuzani,Koperasi_Desa_Merah_Putih_OR_#KoperasiMerahPutih_since_2025-03-01_until_2025-03-07_lang_id.csv
1897589597821178182,2025-03-06T10:06:30.000Z,0,"Perubahan dari BUMDes ke Koperasi Desa Merah Putih BUKAN jaminan perbaikan, tetapi lebih kepada PERUBAHAN mekanisme pengelolaan. 
Jika PRINSIP koperasi diterapkan dengan benar, maka desa bisa mendapatkan MANFAAT ekonomi yang lebih besar dan lebih berkelanjutan. Namun, jika hanya https://t.co/v7V6DMbo8r",1897589597821178182,https://pbs.twimg.com/media/GlWWHDFbMAAVrVu.png,,in,,0,0,1,https://x.com/mautauje/status/1897589597821178182,1834753165482504192,mautauje,Koperasi_Desa_Merah_Putih_OR_#KoperasiMerahPutih_since_2025-03-01_until_2025-03-07_lang_id.csv
1897504819885294024,2025-03-06T07:14:42.000Z,1,"@unilubis @IDNTimes Uni, cerita dong apa isi pertemuan dengan Prabowo 22 Februari 2025

Apakah termasuk harus bungkam tentang penggunaan Dana Desa untuk Koperasi Merah Putih?

https://t.co/FOqYKGUruI",1897546362637738444,,unilubis,in,,0,1,1,https://x.com/syueb2011/status/1897546362637738444,363380931,syueb2011,Koperasi_Desa_Merah_Putih_OR_#KoperasiMerahPutih_since_2025-03-01_until_2025-03-07_lang_id.csv
1897537581136691417,2025-03-06T06:39:48.000Z,0,"Desa Harus Punya Kopdes Merah Putih

baca di sini : https://t.co/F0mDNXzD50

Budi Arie Setiadi
#budiariesetiadi #koperasi #desa #merahputih #viral #fyp #trending https://t.co/qvj7ygexCd",1897537581136691417,https://pbs.twimg.com/media/GlVoXhUa4AEwHq0.jpg,,in,,0,0,0,https://x.com/naraya_kasih/status/1897537581136691417,1858462870813687808,naraya_kasih,Koperasi_Desa_Merah_Putih_OR_#KoperasiMerahPutih_since_2025-03-01_until_2025-03-07_lang_id.csv
1897514229873434871,2025-03-06T05:07:01.000Z,0,"Koperasi Desa Merah Putih, Pusat Ekonomi Desa! 

Berita selengkapnya: https://t.co/9H9QXI58HF
📷: Dok. BPMI Setpres

#Refleksi #SokoBerita #PemasaranOnline #DigitalMarketing https://t.co/KyWNUB0YWj",1897514229873434871,https://pbs.twimg.com/media/GlVTIZ-a4AIUSX5.jpg,,in,,0,0,0,https://x.com/sokoguruid/status/1897514229873434871,1443139240515096578,sokoguruid,Koperasi_Desa_Merah_Putih_OR_#KoperasiMerahPutih_since_2025-03-01_until_2025-03-07_lang_id.csv
1897504793687736732,2025-03-06T04:29:31.000Z,0,"Pemerintah Bentuk Koperasi Desa Merah Putih di 70 Ribu Desa untuk Perkuat Ekonomi Lokal

https://t.co/Ra20tiqMjR",1897504793687736732,,,in,,0,0,0,https://x.com/TintaOtentik/status/1897504793687736732,1789566007612465152,TintaOtentik,Koperasi_Desa_Merah_Putih_OR_#KoperasiMerahPutih_since_2025-03-01_until_2025-03-07_lang_id.csv
1897500730858316248,2025-03-06T04:13:22.000Z,0,"Kepala Badan Pangan Nasional (Bapanas) Arief Prasetyo Adi mengatakan bahwa Presiden Prabowo Subianto berencana membentuk 70 ribu Koperasi Desa Merah Putih, salah satunya sebagai upaya menjaga harga gabah petani agar tidak jatuh dalam penyerapan.
https://t.co/seJb9RGSKg",1897500730858316248,,,in,,0,0,0,https://x.com/nusabalicom/status/1897500730858316248,2655442453,nusabalicom,Koperasi_Desa_Merah_Putih_OR_#KoperasiMerahPutih_since_2025-03-01_until_2025-03-07_lang_id.csv
1897498877302854005,2025-03-06T04:06:00.000Z,1,"Dalam pertemuan ini, pemerintah menetapkan kebijakan strategis untuk memperkuat ekonomi desa melalui pembentukan Koperasi Desa Merah Putih (Kop Des merah Putih), yang akan dibangun di 70 hingga 80 ribu desa di seluruh Indonesia.

#gerindra #gerakanindonesiaraya #koperasi #desa https://t.co/ST8u0cH4Lm",1897498877302854005,https://pbs.twimg.com/media/GlVFJyrbMAAbG7C.jpg,,in,,0,0,0,https://x.com/DpdBali/status/1897498877302854005,1415130880612331522,DpdBali,Koperasi_Desa_Merah_Putih_OR_#KoperasiMerahPutih_since_2025-03-01_until_2025-03-07_lang_id.csv
1897494159671374221,2025-03-06T03:47:16.000Z,0,"Dalam Rapat Terbatas, Pemerintah menetapkan kebijakan untuk memperkuat ekonomi desa melalui pembentukan Koperasi Desa Merah Putih (KopDes Merah Putih), yang akan dibangun di 70.000 desa di seluruh Indonesia. 
Sumber: @pco.ri https://t.co/5EeKHWGXvB",1897494159671374221,https://pbs.twimg.com/media/GlVA3pRa8AAAVb6.jpg,,in,,0,0,0,https://x.com/BppmtBjm/status/1897494159671374221,1525101504780111872,BppmtBjm,Koperasi_Desa_Merah_Putih_OR_#KoperasiMerahPutih_since_2025-03-01_until_2025-03-07_lang_id.csv
1897491328097005570,2025-03-06T03:36:00.000Z,0,"https://t.co/cPUOhT05QO

-BMKG Mengeklaim Peringatan Dini Dikirim Sepekan Sebelum #Banjir
-DPR Minta Aplikator #Ojek Online Tak Eksploitasi Pengemudinya
-Dana Desa untuk Biayai #Koperasi Desa Merah Putih Diprotes

Simak selengkapnya di KBR Prime atau platform mendengarkan podcast https://t.co/F6TYoP3DY5",1897491328097005570,https://pbs.twimg.com/media/GlU-Sz3XIAAlcSZ.jpg,,in,,0,0,0,https://x.com/beritaKBR/status/1897491328097005570,124390203,beritaKBR,Koperasi_Desa_Merah_Putih_OR_#KoperasiMerahPutih_since_2025-03-01_until_2025-03-07_lang_id.csv
1897158181861908523,2025-03-06T00:52:49.000Z,0,"@tempodotco Perhatikan 3 lembaga yg dibentuk tiba2 spt DANANTARA, BANK EMAS, KOPERASI DESA MERAH PUTIH semua berkaitan dg uang",1897450260383101367,,tempodotco,in,,0,0,0,https://x.com/antimunafic/status/1897450260383101367,719200698,antimunafic,Koperasi_Desa_Merah_Putih_OR_#KoperasiMerahPutih_since_2025-03-01_until_2025-03-07_lang_id.csv
1897443031483342960,2025-03-06T00:24:06.000Z,0,"Sekilas Rencana Prabowo Bangun Koperasi Desa Merah Putih

https://t.co/vMzZqOLVX6",1897443031483342960,,,in,,1,0,1,https://x.com/BloombergTZ/status/1897443031483342960,1582972008479920129,BloombergTZ,Koperasi_Desa_Merah_Putih_OR_#KoperasiMerahPutih_since_2025-03-01_until_2025-03-07_lang_id.csv
1897378372810068327,2025-03-05T20:07:10.000Z,0,Pemerintah Berencana Luncurkan Koperasi Desa Merah Putih di 70 Ribu Desa https://t.co/zcygtHL7xg,1897378372810068327,,,in,,0,0,0,https://x.com/KuretaID/status/1897378372810068327,1369734116191608833,KuretaID,Koperasi_Desa_Merah_Putih_OR_#KoperasiMerahPutih_since_2025-03-01_until_2025-03-07_lang_id.csv
1897340527961620921,2025-03-05T17:36:47.000Z,0,Kementerian Koperasi (Kemenkop) siap mendukung pembentukan 70 ribu Koperasi Desa (Kop Des) Merah Putih sebagai upaya untuk memperkuat ekonomi desa serta menuntaskan berbagai permasalahan yang terjadi di pedesaan #menkop #budiarie #budiariesetiadi #menterikoperasi #koperasi https://t.co/z80r195j1m,1897340527961620921,https://pbs.twimg.com/media/GlS1JqWWsAA_b1S.jpg,,in,,0,0,0,https://x.com/JuneWomm2004/status/1897340527961620921,1858365054477082624,JuneWomm2004,Koperasi_Desa_Merah_Putih_OR_#KoperasiMerahPutih_since_2025-03-01_until_2025-03-07_lang_id.csv
1897337979850645625,2025-03-05T17:26:39.000Z,0,Presiden Prabowo Subianto segera membentuk pusat kegiatan ekonomi di tiap desa bernama Koperasi Desa Merah Putih guna menyerap hasil pertanian lokal dan memotong rantai distribusi kepada konsumen. https://t.co/8kHVQ28WTg,1897337979850645625,https://pbs.twimg.com/media/GlSy1F6bIAAuC_Q.jpg,,in,,0,0,0,https://x.com/JuneWomm2004/status/1897337979850645625,1858365054477082624,JuneWomm2004,Koperasi_Desa_Merah_Putih_OR_#KoperasiMerahPutih_since_2025-03-01_until_2025-03-07_lang_id.csv
1897101490793406664,2025-03-05T17:00:17.000Z,0,"@patihq_patria @are_inismyname @prabowo @Gerindra @kurawa @Ndons_Back @bengkeldodo @zarryhendrik @Kimberley_PS08 @BANGSAygSUJUD @setkabgoid @temanduit KUD yg sudah ada, ditingkatkan dg program Koperasi Merah Putih.
Pemasaran produk hasil pertanian, penyediaan sembako murah di desa dapat terwujud.
Memutus rantai para tengkulak, bandar, ijon di desa-desa. https://t.co/Ce72U8BBWD",1897331343954206949,https://pbs.twimg.com/media/GlSszVjbkAAYJux.jpg,patihq_patria,in,,0,0,0,https://x.com/IrawanRommi/status/1897331343954206949,1348987504985133057,IrawanRommi,Koperasi_Desa_Merah_Putih_OR_#KoperasiMerahPutih_since_2025-03-01_until_2025-03-07_lang_id.csv
1897320406354391052,2025-03-05T16:16:50.000Z,0,Pembentukan Koperasi Desa Merah Putih: Antara Potensi dan Kendala Dana Desa https://t.co/HhaKiIAH1I via @siayi,1897320406354391052,,,in,,0,0,0,https://x.com/siayi/status/1897320406354391052,110492126,siayi,Koperasi_Desa_Merah_Putih_OR_#KoperasiMerahPutih_since_2025-03-01_until_2025-03-07_lang_id.csv
1897311409740112011,2025-03-05T15:41:05.000Z,0,"Koperasi Desa (Kop Des) Merah Putih, Proyek Ambisius atau Sekadar Politis?",1897311409740112011,,,in,,0,1,0,https://x.com/siayi/status/1897311409740112011,110492126,siayi,Koperasi_Desa_Merah_Putih_OR_#KoperasiMerahPutih_since_2025-03-01_until_2025-03-07_lang_id.csv
1897310909405802990,2025-03-05T15:39:05.000Z,0,"pemerintah perlu menyeimbangkan ambisi nasional dengan realitas lokal untuk memastikan Koperasi Desa (Kop Des) Merah Putih benar-benar menjadi solusi, bukan sekadar slogan atau mainan elit.",1897310909405802990,,,in,,0,0,0,https://x.com/siayi/status/1897310909405802990,110492126,siayi,Koperasi_Desa_Merah_Putih_OR_#KoperasiMerahPutih_since_2025-03-01_until_2025-03-07_lang_id.csv
1897303223960252601,2025-03-05T15:08:33.000Z,1,"Evaluasi BUMDes.Pemerintah Akan Bangun Koperasi Desa Merah Putih.

Prabowo Subianto pada Senin,3 Maret 2025 lalu menetapkan kebijakan strategis utk perkuat ekonomi desa melalui pembentukan Koperasi Desa Merah Putih ,yg akan dibangun di 70 ribu hingga 80 ribu desa di Indonesia. https://t.co/t28aKCkzpD",1897303223960252601,https://pbs.twimg.com/media/GlSTORBa4AUGedy.jpg,,in,,0,0,0,https://x.com/mpogolkarbinjai/status/1897303223960252601,1507225019654365184,mpogolkarbinjai,Koperasi_Desa_Merah_Putih_OR_#KoperasiMerahPutih_since_2025-03-01_until_2025-03-07_lang_id.csv
1897294576467239128,2025-03-05T14:34:11.000Z,0,Presiden Prabowo Dorong Pembentukan Koperasi Desa Merah Putih di 70 Ribu Desa https://t.co/rcqKKoehGO,1897294576467239128,,,in,,0,0,0,https://x.com/indomediaco/status/1897294576467239128,876510994104590336,indomediaco,Koperasi_Desa_Merah_Putih_OR_#KoperasiMerahPutih_since_2025-03-01_until_2025-03-07_lang_id.csv
1897287128180252720,2025-03-05T14:04:35.000Z,3,"Prabowo Bentuk 70.000 Koperasi Merah Putih Pakai Dana Desa. Ini Langkah baik guna revitalisasi koperasi sehingga dana desa sesuai dgn peruntukannya, jgn ada lagi dana desa yg ngaco dan berujung sia2 bahkan merugikan. Fokus kepada swasembada pangan. https://t.co/YRP2kI8Y0y",1897287128180252720,,,in,,1,1,2,https://x.com/MellisA_An/status/1897287128180252720,517411633,MellisA_An,Koperasi_Desa_Merah_Putih_OR_#KoperasiMerahPutih_since_2025-03-01_until_2025-03-07_lang_id.csv
1897283427092869237,2025-03-05T13:49:53.000Z,1,"Makan Bergizi Gratis (MBG) menjadi program nomor wahid di pemerintahan Prabowo-Gibran. Berbagai upaya dilakukan untuk menopang pelaksanaan MBG, termasuk menghemat pos-pos anggaran lain demi mendanainya. Nah, awal pekan ini, Presiden Prabowo meluncurkan Koperasi Desa Merah Putih https://t.co/qkcOmEYx9l",1897283427092869237,https://pbs.twimg.com/media/GlSBNyQWIAAkBlN.jpg,,in,,0,1,1,https://x.com/beritaKBR/status/1897283427092869237,124390203,beritaKBR,Koperasi_Desa_Merah_Putih_OR_#KoperasiMerahPutih_since_2025-03-01_until_2025-03-07_lang_id.csv
1897270427288002749,2025-03-05T12:58:14.000Z,0,"@irwndfrry @barengwarga mas mba, bahas koperasi desa merah putih dong. Ini program Bimsalabim lagi nih",1897270427288002749,,,in,,0,0,0,https://x.com/dlakdma_/status/1897270427288002749,1628269972022792193,dlakdma_,Koperasi_Desa_Merah_Putih_OR_#KoperasiMerahPutih_since_2025-03-01_until_2025-03-07_lang_id.csv
1897232072500191545,2025-03-05T10:25:49.000Z,0,"Pegiat Desa Soal Koperasi Desa Merah Putih: Saatnya Evaluasi Menyeluruh BUMDes
https://t.co/jPXxa653qC",1897232072500191545,,,in,,0,0,0,https://x.com/iwansulaimans/status/1897232072500191545,1128333282,iwansulaimans,Koperasi_Desa_Merah_Putih_OR_#KoperasiMerahPutih_since_2025-03-01_until_2025-03-07_lang_id.csv
